ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
216986_s_at	8.53e-01	7.00e-01	-0.386063	-6.38372	-0.0329091	IRF4	interferon regulatory factor 4
205524_s_at	8.53e-01	7.00e-01	-0.386016	-6.383738	-0.05289759	HAPLN1	hyaluronan and proteoglycan link protein 1
208423_s_at	8.53e-01	7.00e-01	-0.3857727	-6.38383	-0.04061242	MSR1	macrophage scavenger receptor 1
220009_at	8.53e-01	7.00e-01	-0.3857421	-6.383841	-0.02572489	LONRF3	LON peptidase N-terminal domain and ring finger 3
212632_at	8.53e-01	7.00e-01	-0.3857221	-6.383849	-0.02491325	STX7	syntaxin 7
210701_at	8.53e-01	7.00e-01	-0.3856466	-6.383877	-0.06287175	CFDP1	craniofacial development protein 1
202903_at	8.53e-01	7.00e-01	0.3856299	-6.383883	0.04240886	LSM5	LSM5 homolog, U6 small nuclear RNA and mRNA degradation associated
204120_s_at	8.53e-01	7.00e-01	-0.3856102	-6.383891	-0.04517707	ADK	adenosine kinase
204633_s_at	8.53e-01	7.00e-01	-0.3856043	-6.383893	-0.04018537	RPS6KA5	ribosomal protein S6 kinase A5
208810_at	8.53e-01	7.00e-01	-0.3855727	-6.383905	-0.02969735	TMEM135///DNAJB6	transmembrane protein 135///DnaJ heat shock protein family (Hsp40) member B6
217469_at	8.53e-01	7.00e-01	-0.3853027	-6.384007	-0.05141978	IGH	immunoglobulin heavy locus
206771_at	8.53e-01	7.00e-01	0.3852925	-6.384011	0.02801713	UPK3A	uroplakin 3A
214910_s_at	8.54e-01	7.00e-01	0.3851882	-6.38405	0.03480786	APOM	apolipoprotein M
214580_x_at	8.54e-01	7.01e-01	0.3847698	-6.384207	0.07017657	KRT6C///KRT6B///KRT6A	keratin 6C///keratin 6B///keratin 6A
211105_s_at	8.54e-01	7.01e-01	0.3847052	-6.384232	0.02676992	NFATC1	nuclear factor of activated T-cells 1
207736_s_at	8.54e-01	7.01e-01	-0.3846759	-6.384243	-0.04226798	TNP2	transition protein 2
217414_x_at	8.54e-01	7.01e-01	-0.3844817	-6.384316	-0.1333342	HBA2///HBA1	hemoglobin subunit alpha 2///hemoglobin subunit alpha 1
220671_at	8.54e-01	7.01e-01	0.3843423	-6.384368	0.02291605	NOCT	nocturnin
208585_at	8.54e-01	7.01e-01	0.3842076	-6.384419	0.03649556	BTN2A3P	butyrophilin subfamily 2 member A3, pseudogene
203011_at	8.54e-01	7.01e-01	-0.3841899	-6.384425	-0.02586123	IMPA1	inositol monophosphatase 1
220660_at	8.54e-01	7.01e-01	0.3840048	-6.384495	0.05105751	LINC00474	long intergenic non-protein coding RNA 474
215337_at	8.54e-01	7.01e-01	-0.3839352	-6.384521	-0.04649198	MED24	mediator complex subunit 24
211846_s_at	8.54e-01	7.01e-01	-0.3839266	-6.384524	-0.04215239	NECTIN1	nectin cell adhesion molecule 1
206652_at	8.54e-01	7.01e-01	0.3837537	-6.384589	0.06408988	ZMYM5	zinc finger MYM-type containing 5
202300_at	8.54e-01	7.01e-01	-0.3836597	-6.384624	-0.01586535	LAMTOR5	late endosomal/lysosomal adaptor, MAPK and MTOR activator 5
205853_at	8.54e-01	7.01e-01	-0.3835499	-6.384665	-0.033919	ZBTB7B	zinc finger and BTB domain containing 7B
207503_at	8.54e-01	7.02e-01	0.3834058	-6.384719	0.03412939	TCP10	t-complex 10
206811_at	8.55e-01	7.02e-01	-0.3831759	-6.384806	-0.04784695	ADCY8	adenylate cyclase 8
219235_s_at	8.55e-01	7.02e-01	0.3831581	-6.384812	0.02176283	PHACTR4	phosphatase and actin regulator 4
210810_s_at	8.55e-01	7.02e-01	-0.3831231	-6.384825	-0.0486198	SLC6A5	solute carrier family 6 member 5
214478_at	8.55e-01	7.02e-01	-0.3831061	-6.384832	-0.04699774	SPP2	secreted phosphoprotein 2
208360_s_at	8.55e-01	7.02e-01	-0.3830365	-6.384858	-0.0283916	ERVH-4	endogenous retrovirus group H member 4
210446_at	8.55e-01	7.02e-01	0.3827874	-6.384951	0.03949267	GATA1	GATA binding protein 1
205775_at	8.55e-01	7.02e-01	-0.3826504	-6.385002	-0.02701762	FAM50B	family with sequence similarity 50 member B
217366_at	8.55e-01	7.02e-01	-0.3825296	-6.385047	-0.03550771	CTNNA1P1	catenin alpha 1 pseudogene 1
204229_at	8.55e-01	7.02e-01	0.3824819	-6.385065	0.04427068	SLC17A7	solute carrier family 17 member 7
204729_s_at	8.55e-01	7.02e-01	0.3824499	-6.385077	0.04591148	STX1A	syntaxin 1A
220278_at	8.55e-01	7.02e-01	-0.3823714	-6.385107	-0.05342757	KDM4D	lysine demethylase 4D
203688_at	8.55e-01	7.02e-01	0.3823347	-6.38512	0.04792499	PKD2	polycystin 2, transient receptor potential cation channel
AFFX-r2-Hs18SrRNA-M_x_at	8.55e-01	7.02e-01	-0.3823019	-6.385132	-0.06980819		
211465_x_at	8.55e-01	7.02e-01	-0.3822664	-6.385146	-0.02791016	FUT6	fucosyltransferase 6
214467_at	8.55e-01	7.02e-01	0.3822079	-6.385168	0.04140516	GPR65	G protein-coupled receptor 65
221197_s_at	8.55e-01	7.03e-01	-0.3820731	-6.385218	-0.04600219	CHAT	choline O-acetyltransferase
221794_at	8.55e-01	7.03e-01	-0.3820342	-6.385233	-0.02702957	DOCK6	dedicator of cytokinesis 6
208571_at	8.55e-01	7.03e-01	-0.3818368	-6.385306	-0.0586276	ANP32D	acidic nuclear phosphoprotein 32 family member D
208220_x_at	8.55e-01	7.03e-01	-0.381502	-6.385431	-0.05157412	AMELY	amelogenin, Y-linked
207000_s_at	8.55e-01	7.03e-01	0.3813777	-6.385477	0.06130331	PPP3CC	protein phosphatase 3 catalytic subunit gamma
215703_at	8.55e-01	7.03e-01	0.3812129	-6.385539	0.0765245	CFTR	cystic fibrosis transmembrane conductance regulator
220591_s_at	8.55e-01	7.03e-01	-0.3811695	-6.385555	-0.0261081	EFHC2	EF-hand domain containing 2
207355_at	8.55e-01	7.03e-01	-0.3811134	-6.385576	-0.04102896	SLC1A7	solute carrier family 1 member 7
205520_at	8.55e-01	7.03e-01	-0.3810327	-6.385606	-0.02198206	STRN	striatin
206195_x_at	8.56e-01	7.03e-01	0.38095	-6.385637	0.03607706	GH2	growth hormone 2
216890_at	8.56e-01	7.04e-01	-0.3806734	-6.38574	-0.02395427		
210815_s_at	8.56e-01	7.04e-01	-0.3806601	-6.385745	-0.05966047	CALCRL	calcitonin receptor like receptor
214482_at	8.56e-01	7.04e-01	-0.380548	-6.385786	-0.02766649	ZBTB25	zinc finger and BTB domain containing 25
220927_s_at	8.56e-01	7.04e-01	0.3803059	-6.385876	0.03720459	HPSE2	heparanase 2 (inactive)
215533_s_at	8.56e-01	7.04e-01	-0.3802601	-6.385894	-0.03637548	UBE4B	ubiquitination factor E4B
218909_at	8.56e-01	7.04e-01	0.3799538	-6.386007	0.0235682	RPS6KC1	ribosomal protein S6 kinase C1
217132_at	8.56e-01	7.04e-01	0.3799154	-6.386022	0.05663485		
219422_at	8.56e-01	7.04e-01	0.3797959	-6.386066	0.04763805	ESPN	espin
209776_s_at	8.56e-01	7.04e-01	0.3796784	-6.38611	0.05712389	SLC19A1	solute carrier family 19 member 1
220812_s_at	8.56e-01	7.04e-01	-0.37966	-6.386116	-0.0606519	HHLA2	HERV-H LTR-associating 2
201925_s_at	8.56e-01	7.04e-01	-0.379561	-6.386153	-0.04423853	CD55	CD55 molecule (Cromer blood group)
205686_s_at	8.56e-01	7.05e-01	-0.379466	-6.386188	-0.04975567	CD86	CD86 molecule
219840_s_at	8.56e-01	7.05e-01	0.3794584	-6.386191	0.04936478	TCL6	T-cell leukemia/lymphoma 6 (non-protein coding)
209206_at	8.56e-01	7.05e-01	-0.3793348	-6.386237	-0.0336176	LOC102724364///SEC22B	vesicle-trafficking protein SEC22b-like///SEC22 homolog B, vesicle trafficking protein (gene/pseudogene)
214162_at	8.56e-01	7.05e-01	0.3791221	-6.386316	0.05138033	ASXL3	additional sex combs like 3, transcriptional regulator
210434_x_at	8.56e-01	7.05e-01	0.379119	-6.386317	0.02003551	JTB	jumping translocation breakpoint
200089_s_at	8.56e-01	7.05e-01	-0.3790211	-6.386353	-0.02508316	SNORD18C///SNORD18B///SNORD18A///SNORD16///RPL4	small nucleolar RNA, C/D box 18C///small nucleolar RNA, C/D box 18B///small nucleolar RNA, C/D box 18A///small nucleolar RNA, C/D box 16///ribosomal protein L4
221426_s_at	8.56e-01	7.05e-01	-0.3789584	-6.386377	-0.02662178	OR3A3	olfactory receptor family 3 subfamily A member 3
207519_at	8.56e-01	7.05e-01	-0.3788978	-6.386399	-0.04078094	SLC6A4	solute carrier family 6 member 4
216618_at	8.56e-01	7.05e-01	0.3788554	-6.386415	0.04568696		
213600_at	8.56e-01	7.05e-01	-0.3788403	-6.38642	-0.03020471	SIPA1L3	signal induced proliferation associated 1 like 3
206891_at	8.57e-01	7.05e-01	0.3786949	-6.386474	0.03540978	ACTN3	actinin alpha 3 (gene/pseudogene)
205561_at	8.57e-01	7.05e-01	-0.3786637	-6.386486	-0.04842036	KCTD17	potassium channel tetramerization domain containing 17
210805_x_at	8.57e-01	7.05e-01	0.3783968	-6.386584	0.03089833	LOC101928269///LOC100506403///RUNX1	uncharacterized LOC101928269///uncharacterized LOC100506403///runt related transcription factor 1
216649_at	8.57e-01	7.05e-01	0.378207	-6.386655	0.03230621	RREB1	ras responsive element binding protein 1
212062_at	8.57e-01	7.06e-01	-0.3778652	-6.386781	-0.05229402	ATP9A	ATPase phospholipid transporting 9A (putative)
203699_s_at	8.57e-01	7.06e-01	-0.3778257	-6.386796	-0.07229042	DIO2	deiodinase, iodothyronine, type II
215381_at	8.57e-01	7.06e-01	-0.3778031	-6.386804	-0.05187103	MTOR	mechanistic target of rapamycin
208823_s_at	8.57e-01	7.06e-01	-0.3777428	-6.386826	-0.02770681	CDK16	cyclin dependent kinase 16
205760_s_at	8.57e-01	7.06e-01	0.3776834	-6.386848	0.03616084	OGG1	8-oxoguanine DNA glycosylase
219788_at	8.57e-01	7.06e-01	0.3776366	-6.386865	0.04494685	PILRA	paired immunoglobin like type 2 receptor alpha
203373_at	8.57e-01	7.06e-01	-0.3775634	-6.386892	-0.03957758	SOCS2	suppressor of cytokine signaling 2
216653_at	8.57e-01	7.06e-01	-0.3775215	-6.386908	-0.06345603	DR1	down-regulator of transcription 1
211314_at	8.57e-01	7.06e-01	0.3774777	-6.386924	0.01896659	CACNA1G	calcium voltage-gated channel subunit alpha1 G
203363_s_at	8.57e-01	7.06e-01	-0.3774081	-6.38695	-0.02131244	ATG13	autophagy related 13
211490_at	8.57e-01	7.06e-01	0.3773801	-6.38696	0.04117053	ADRA1A	adrenoceptor alpha 1A
38149_at	8.57e-01	7.06e-01	-0.3773697	-6.386964	-0.03761309	ARHGAP25	Rho GTPase activating protein 25
221240_s_at	8.57e-01	7.06e-01	-0.3773197	-6.386982	-0.02864989	B3GNT4	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 4
214037_s_at	8.57e-01	7.06e-01	0.3772731	-6.386999	0.05151381	CCDC22	coiled-coil domain containing 22
212059_s_at	8.57e-01	7.06e-01	-0.3771849	-6.387032	-0.02550968	TRPC4AP	transient receptor potential cation channel subfamily C member 4 associated protein
210681_s_at	8.57e-01	7.06e-01	-0.3771733	-6.387036	-0.02312914	MIR6125///USP15	microRNA 6125///ubiquitin specific peptidase 15
206843_at	8.57e-01	7.06e-01	-0.3771129	-6.387059	-0.03984827	CRYBA4	crystallin beta A4
215915_at	8.57e-01	7.06e-01	0.3769975	-6.387101	0.0553348	GULP1	GULP, engulfment adaptor PTB domain containing 1
202981_x_at	8.57e-01	7.06e-01	0.3769233	-6.387128	0.02403923	SIAH1	siah E3 ubiquitin protein ligase 1
202205_at	8.57e-01	7.06e-01	-0.37686	-6.387152	-0.02286037	VASP	vasodilator-stimulated phosphoprotein
216636_at	8.57e-01	7.06e-01	-0.3767947	-6.387176	-0.05854453		
218754_at	8.57e-01	7.07e-01	-0.3767526	-6.387191	-0.01849689	NOL9	nucleolar protein 9
219509_at	8.57e-01	7.07e-01	-0.3766698	-6.387222	-0.03191463	MYOZ1	myozenin 1
207007_at	8.57e-01	7.07e-01	-0.3766109	-6.387243	-0.03995674	NR1I3	nuclear receptor subfamily 1 group I member 3
211970_x_at	8.57e-01	7.07e-01	-0.3765994	-6.387248	-0.02066014	ACTG1///ACTB	actin gamma 1///actin beta
211232_x_at	8.57e-01	7.07e-01	-0.3765587	-6.387263	-0.03743513	GLP1R	glucagon like peptide 1 receptor
221291_at	8.57e-01	7.07e-01	0.3765297	-6.387273	0.04521833	ULBP2	UL16 binding protein 2
213251_at	8.57e-01	7.07e-01	-0.3762713	-6.387368	-0.0277082	SMARCA5	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 5
221115_s_at	8.57e-01	7.07e-01	0.3761326	-6.387419	0.05395511	LENEP	lens epithelial protein
213349_at	8.57e-01	7.07e-01	-0.3761254	-6.387422	-0.02232971	TMCC1	transmembrane and coiled-coil domain family 1
211146_at	8.57e-01	7.07e-01	0.3759249	-6.387496	0.02991251	IGKC	immunoglobulin kappa constant
212028_at	8.57e-01	7.07e-01	0.3759099	-6.387501	0.01794907	RBM25	RNA binding motif protein 25
202462_s_at	8.57e-01	7.07e-01	0.3757832	-6.387548	0.02146973	DDX46	DEAD-box helicase 46
217605_at	8.58e-01	7.07e-01	-0.3755725	-6.387625	-0.04341923	USP27X	ubiquitin specific peptidase 27, X-linked
204341_at	8.58e-01	7.07e-01	0.3754881	-6.387656	0.02555043	TRIM16	tripartite motif containing 16
218793_s_at	8.58e-01	7.08e-01	0.3754339	-6.387676	0.06831203	SCML1	sex comb on midleg-like 1 (Drosophila)
209129_at	8.58e-01	7.08e-01	0.3753835	-6.387695	0.04948783	TRIP6	thyroid hormone receptor interactor 6
213408_s_at	8.58e-01	7.08e-01	0.3753246	-6.387716	0.02646475	PI4KAP1///PI4KAP2///PI4KA	phosphatidylinositol 4-kinase alpha pseudogene 1///phosphatidylinositol 4-kinase alpha pseudogene 2///phosphatidylinositol 4-kinase alpha
220316_at	8.58e-01	7.08e-01	-0.3752891	-6.387729	-0.04388645	NPAS3	neuronal PAS domain protein 3
209445_x_at	8.58e-01	7.08e-01	-0.3752237	-6.387753	-0.0193684	COA1	cytochrome c oxidase assembly factor 1 homolog
210237_at	8.58e-01	7.08e-01	-0.3752232	-6.387753	-0.0334103	ARTN	artemin
210339_s_at	8.58e-01	7.08e-01	-0.3752081	-6.387759	-0.04613773	KLK2	kallikrein related peptidase 2
205904_at	8.58e-01	7.08e-01	0.3750886	-6.387803	0.04564058	MICA	MHC class I polypeptide-related sequence A
204230_s_at	8.58e-01	7.08e-01	-0.3749033	-6.387871	-0.0370066	SLC17A7	solute carrier family 17 member 7
213300_at	8.58e-01	7.08e-01	-0.3747875	-6.387913	-0.01822423	ATG2A	autophagy related 2A
212240_s_at	8.58e-01	7.08e-01	-0.3747842	-6.387914	-0.0402155	PIK3R1	phosphoinositide-3-kinase regulatory subunit 1
220240_s_at	8.58e-01	7.08e-01	0.3746387	-6.387968	0.05488348	TMCO3	transmembrane and coiled-coil domains 3
201171_at	8.58e-01	7.08e-01	0.3744514	-6.388036	0.06298587	ATP6V0E1	ATPase H+ transporting V0 subunit e1
215151_at	8.58e-01	7.08e-01	-0.3743768	-6.388064	-0.05699189	DOCK10	dedicator of cytokinesis 10
202408_s_at	8.58e-01	7.08e-01	0.374364	-6.388068	0.01913585	PRPF31	pre-mRNA processing factor 31
215682_at	8.58e-01	7.08e-01	-0.3742168	-6.388122	-0.04502395	LOC440792	proline dehydrogenase 1 pseudogene
200749_at	8.58e-01	7.08e-01	-0.3741936	-6.388131	-0.04710318	RAN	RAN, member RAS oncogene family
218870_at	8.58e-01	7.08e-01	0.3740945	-6.388167	0.05618691	LOC101928361///ARHGAP15	uncharacterized LOC101928361///Rho GTPase activating protein 15
215809_at	8.58e-01	7.09e-01	-0.3740568	-6.388181	-0.04287551	CYP2D6	cytochrome P450 family 2 subfamily D member 6
219482_at	8.58e-01	7.09e-01	0.3740482	-6.388184	0.05769781	SETD4	SET domain containing 4
216247_at	8.58e-01	7.09e-01	-0.3739805	-6.388208	-0.03752774	SNORD54///RPS20	small nucleolar RNA, C/D box 54///ribosomal protein S20
201382_at	8.58e-01	7.09e-01	0.3734681	-6.388396	0.0324741	CACYBP	calcyclin binding protein
211993_at	8.59e-01	7.09e-01	-0.3733223	-6.388449	-0.02991248	WNK1	WNK lysine deficient protein kinase 1
221438_s_at	8.59e-01	7.09e-01	0.3732424	-6.388478	0.05474809	TEX12	testis expressed 12
203861_s_at	8.59e-01	7.09e-01	0.3730784	-6.388538	0.03550058	ACTN2	actinin alpha 2
209886_s_at	8.59e-01	7.09e-01	-0.3730536	-6.388547	-0.04777648	SMAD6	SMAD family member 6
217212_s_at	8.59e-01	7.09e-01	-0.3729736	-6.388576	-0.03865582	IL9R	interleukin 9 receptor
201239_s_at	8.59e-01	7.09e-01	0.372872	-6.388613	0.02550823	SPCS2	signal peptidase complex subunit 2
205459_s_at	8.59e-01	7.09e-01	0.3728672	-6.388615	0.05323953	NPAS2	neuronal PAS domain protein 2
210572_at	8.59e-01	7.09e-01	0.3728249	-6.38863	0.05754386	PCDHA2///PCDHA3	protocadherin alpha 2///protocadherin alpha 3
204110_at	8.59e-01	7.10e-01	-0.3726304	-6.388701	-0.05261431	HNMT	histamine N-methyltransferase
209118_s_at	8.59e-01	7.10e-01	0.3724701	-6.38876	0.04420607	TUBA1A	tubulin alpha 1a
202364_at	8.59e-01	7.10e-01	-0.3722585	-6.388837	-0.03265589	MXI1	MAX interactor 1, dimerization protein
211054_at	8.59e-01	7.10e-01	-0.3722138	-6.388853	-0.06877717	INVS	inversin
216174_at	8.59e-01	7.10e-01	-0.3721472	-6.388877	-0.03308125	HCRP1	hepatocellular carcinoma-related HCRP1
203359_s_at	8.59e-01	7.10e-01	-0.3719498	-6.388949	-0.02353293	GJA9-MYCBP///MYCBP	GJA9-MYCBP readthrough///MYC binding protein
210549_s_at	8.59e-01	7.10e-01	0.3719491	-6.388949	0.05214864	CCL23	C-C motif chemokine ligand 23
219894_at	8.59e-01	7.10e-01	-0.3718896	-6.388971	-0.05345813	MAGEL2	MAGE family member L2
206906_at	8.59e-01	7.10e-01	0.3717975	-6.389004	0.05722311	ICAM5	intercellular adhesion molecule 5
207786_at	8.59e-01	7.10e-01	-0.3717925	-6.389006	-0.03826629	CYP2R1	cytochrome P450 family 2 subfamily R member 1
209357_at	8.59e-01	7.10e-01	-0.3717573	-6.389019	-0.04340618	CITED2	Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 2
217343_at	8.59e-01	7.10e-01	-0.3716997	-6.38904	-0.04569447		
210289_at	8.59e-01	7.10e-01	0.3716189	-6.389069	0.05604231	NAT8B///NAT8	N-acetyltransferase 8B (putative, gene/pseudogene)///N-acetyltransferase 8 (putative)
207771_at	8.59e-01	7.10e-01	0.3714964	-6.389114	0.04211233	SLC5A2	solute carrier family 5 member 2
218789_s_at	8.59e-01	7.10e-01	-0.3714703	-6.389123	-0.03131212	C11orf71	chromosome 11 open reading frame 71
205075_at	8.59e-01	7.10e-01	0.371426	-6.389139	0.02905108	SERPINF2	serpin family F member 2
211132_at	8.59e-01	7.10e-01	-0.3714085	-6.389146	-0.04188174	INTS3	integrator complex subunit 3
209461_x_at	8.59e-01	7.11e-01	0.3713627	-6.389162	0.06421086	WDR18	WD repeat domain 18
208069_x_at	8.59e-01	7.11e-01	-0.3713611	-6.389163	-0.03077716	GH2///GH1///CSHL1///CSH1	growth hormone 2///growth hormone 1///chorionic somatomammotropin hormone like 1///chorionic somatomammotropin hormone 1
213654_at	8.59e-01	7.11e-01	0.3713303	-6.389174	0.02166133	TAF5L	TATA-box binding protein associated factor 5 like
218900_at	8.59e-01	7.11e-01	-0.371325	-6.389176	-0.04732384	CNNM4	cyclin and CBS domain divalent metal cation transport mediator 4
208937_s_at	8.59e-01	7.11e-01	0.371248	-6.389204	0.04601089	ID1	inhibitor of DNA binding 1, HLH protein
219970_at	8.59e-01	7.11e-01	0.3712409	-6.389206	0.07109348	GIPC2	GIPC PDZ domain containing family member 2
217183_at	8.59e-01	7.11e-01	0.3709217	-6.389322	0.02730197	SPC24	SPC24, NDC80 kinetochore complex component
213150_at	8.59e-01	7.11e-01	-0.3707787	-6.389374	-0.0691381	HOXA10	homeobox A10
210158_at	8.59e-01	7.11e-01	0.370698	-6.389403	0.0397634	ERCC4	ERCC excision repair 4, endonuclease catalytic subunit
215281_x_at	8.60e-01	7.11e-01	0.3704208	-6.389504	0.04210197	POGZ	pogo transposable element with ZNF domain
219738_s_at	8.60e-01	7.11e-01	-0.370209	-6.38958	-0.06132239	PCDH9	protocadherin 9
215445_x_at	8.60e-01	7.11e-01	-0.3701147	-6.389614	-0.03342427		
201176_s_at	8.60e-01	7.12e-01	0.3698909	-6.389695	0.02494648	ARCN1	archain 1
202340_x_at	8.60e-01	7.12e-01	-0.3698699	-6.389703	-0.04759814	NR4A1	nuclear receptor subfamily 4 group A member 1
219791_s_at	8.60e-01	7.12e-01	0.3697461	-6.389748	0.02881451	HAND2-AS1	HAND2 antisense RNA 1 (head to head)
213788_s_at	8.60e-01	7.12e-01	-0.3697363	-6.389751	-0.02780009		
217087_at	8.60e-01	7.12e-01	0.3695491	-6.389819	0.03589047	C1orf68	chromosome 1 open reading frame 68
210414_at	8.60e-01	7.12e-01	0.3694958	-6.389838	0.04004884	FLRT1	fibronectin leucine rich transmembrane protein 1
207174_at	8.60e-01	7.12e-01	-0.3694035	-6.389872	-0.05855303	GPC5	glypican 5
37170_at	8.60e-01	7.12e-01	0.3693157	-6.389903	0.06095326	BMP2K	BMP2 inducible kinase
203866_at	8.60e-01	7.12e-01	-0.3692041	-6.389944	-0.04180023	NLE1	notchless homolog 1
201871_s_at	8.60e-01	7.12e-01	0.3691581	-6.38996	0.01986408	UBXN1	UBX domain protein 1
214181_x_at	8.60e-01	7.12e-01	0.3691326	-6.389969	0.08048443	LST1	leukocyte specific transcript 1
207563_s_at	8.60e-01	7.12e-01	0.3690757	-6.38999	0.02407989	OGT	O-linked N-acetylglucosamine (GlcNAc) transferase
206455_s_at	8.60e-01	7.12e-01	-0.3689397	-6.390039	-0.04117334	RHO	rhodopsin
217026_at	8.60e-01	7.12e-01	0.3688827	-6.390059	0.0429908	CFTR	cystic fibrosis transmembrane conductance regulator
201260_s_at	8.60e-01	7.12e-01	-0.368875	-6.390062	-0.02692188	SYPL1	synaptophysin like 1
216594_x_at	8.60e-01	7.12e-01	0.3687421	-6.39011	0.05946859	AKR1C1	aldo-keto reductase family 1 member C1
204271_s_at	8.60e-01	7.13e-01	-0.3686708	-6.390136	-0.03834644	EDNRB	endothelin receptor type B
219634_at	8.60e-01	7.13e-01	0.3686223	-6.390153	0.05361637	CHST11	carbohydrate (chondroitin 4) sulfotransferase 11
215662_at	8.60e-01	7.13e-01	0.3685473	-6.39018	0.05812922		
216075_at	8.60e-01	7.13e-01	0.368495	-6.390199	0.04746063		
209501_at	8.60e-01	7.13e-01	-0.3684078	-6.390231	-0.0358881	LOC101060399///CDR2	cerebellar degeneration-related protein 2///cerebellar degeneration related protein 2
220543_at	8.60e-01	7.13e-01	0.3682806	-6.390276	0.04397347	C21orf62	chromosome 21 open reading frame 62
201496_x_at	8.61e-01	7.13e-01	0.3677561	-6.390465	0.06559717	MYH11	myosin heavy chain 11
209778_at	8.61e-01	7.13e-01	-0.3676731	-6.390495	-0.02752217	TRIP11	thyroid hormone receptor interactor 11
204218_at	8.61e-01	7.13e-01	-0.3676364	-6.390508	-0.0191324	ANAPC15	anaphase promoting complex subunit 15
203752_s_at	8.61e-01	7.13e-01	-0.367419	-6.390586	-0.02214386	JUND	JunD proto-oncogene, AP-1 transcription factor subunit
205391_x_at	8.61e-01	7.14e-01	-0.3673545	-6.390609	-0.06045516	ANK1	ankyrin 1
214604_at	8.61e-01	7.14e-01	-0.3673384	-6.390615	-0.04210409	HOXD11	homeobox D11
219506_at	8.61e-01	7.14e-01	-0.3673094	-6.390626	-0.03267518	C1orf54	chromosome 1 open reading frame 54
207926_at	8.61e-01	7.14e-01	0.3672641	-6.390642	0.05677997	GP5	glycoprotein V platelet
202741_at	8.61e-01	7.14e-01	-0.3671362	-6.390688	-0.0469362	PRKACB	protein kinase cAMP-activated catalytic subunit beta
218052_s_at	8.61e-01	7.14e-01	0.367022	-6.390729	0.0201758	ATP13A1	ATPase 13A1
206477_s_at	8.61e-01	7.14e-01	0.3667332	-6.390832	0.04395772	NOVA2	NOVA alternative splicing regulator 2
205737_at	8.61e-01	7.14e-01	0.3667257	-6.390835	0.04517734	KCNQ2	potassium voltage-gated channel subfamily Q member 2
206409_at	8.61e-01	7.14e-01	0.3666414	-6.390865	0.03668755	TIAM1	T-cell lymphoma invasion and metastasis 1
210807_s_at	8.61e-01	7.14e-01	0.3666191	-6.390873	0.02936594	SLC16A7	solute carrier family 16 member 7
207305_s_at	8.61e-01	7.14e-01	-0.3666146	-6.390875	-0.01980417	TRAPPC8	trafficking protein particle complex 8
209157_at	8.61e-01	7.14e-01	0.3665616	-6.390894	0.03422238	DNAJA2	DnaJ heat shock protein family (Hsp40) member A2
