ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
201754_at	1.39e-06	1.51e-08	-5.7574799	9.212979	-0.66209142	COX6C	cytochrome c oxidase subunit 6C
201923_at	1.42e-06	1.54e-08	5.7535244	9.192161	0.44955078	PRDX4	peroxiredoxin 4
202580_x_at	1.45e-06	1.59e-08	5.747998	9.163096	0.97089338	FOXM1	forkhead box M1
218868_at	1.45e-06	1.59e-08	5.7479115	9.162642	0.65777263	ACTR3B	ARP3 actin related protein 3 homolog B
209024_s_at	1.45e-06	1.60e-08	5.7468363	9.15699	0.42259303	SYNCRIP	synaptotagmin binding cytoplasmic RNA interacting protein
210074_at	1.48e-06	1.63e-08	5.7435995	9.139981	0.74588104	CTSV	cathepsin V
201508_at	1.49e-06	1.65e-08	-5.7410531	9.126606	-1.10625998	IGFBP4	insulin like growth factor binding protein 4
205081_at	1.58e-06	1.76e-08	-5.7300559	9.068902	-1.43557743	CRIP1	cysteine rich protein 1
220540_at	1.59e-06	1.78e-08	-5.7278487	9.057333	-1.15825231	KCNK15	potassium two pore domain channel subfamily K member 15
204914_s_at	1.62e-06	1.82e-08	5.7233949	9.033999	1.44099946	SOX11	SRY-box 11
202808_at	1.62e-06	1.82e-08	-5.7233423	9.033723	-0.34608184	WBP1L	WW domain binding protein 1-like
212020_s_at	1.64e-06	1.86e-08	5.719626	9.014265	0.46812644	MKI67	marker of proliferation Ki-67
200853_at	1.65e-06	1.87e-08	5.718585	9.008816	0.49421562	H2AFZ	H2A histone family member Z
203358_s_at	1.65e-06	1.88e-08	5.717192	9.001527	0.85452109	EZH2	enhancer of zeste 2 polycomb repressive complex 2 subunit
218355_at	1.66e-06	1.90e-08	5.7153294	8.991783	0.48707621	KIF4A	kinesin family member 4A
211729_x_at	1.67e-06	1.92e-08	-5.7138274	8.983926	-0.44320512	BLVRA	biliverdin reductase A
218532_s_at	1.68e-06	1.94e-08	-5.7118104	8.97338	-0.6956076	FAM134B	family with sequence similarity 134 member B
218931_at	1.68e-06	1.95e-08	-5.7113008	8.970716	-0.56320004	RAB17	RAB17, member RAS oncogene family
219850_s_at	1.73e-06	2.02e-08	5.7049485	8.937523	0.94203212	EHF	ETS homologous factor
208639_x_at	1.79e-06	2.08e-08	5.6988965	8.90593	0.42783258	PDIA6	protein disulfide isomerase family A member 6
202240_at	1.87e-06	2.18e-08	5.6902959	8.861083	0.6368828	PLK1	polo like kinase 1
221253_s_at	1.91e-06	2.24e-08	5.6854221	8.835696	0.39290771	BLOC1S5-TXNDC5///TXNDC5	BLOC1S5-TXNDC5 readthrough (NMD candidate)///thioredoxin domain containing 5
217724_at	1.94e-06	2.29e-08	5.6820115	8.817941	0.32631898	SERBP1	SERPINE1 mRNA binding protein 1
216381_x_at	1.95e-06	2.31e-08	-5.6801981	8.808504	-0.65286839	AKR7A3	aldo-keto reductase family 7 member A3
208517_x_at	1.97e-06	2.35e-08	-5.677353	8.793705	-0.39163441	BTF3	basic transcription factor 3
202454_s_at	1.98e-06	2.37e-08	-5.6755324	8.784238	-0.54101279	ERBB3	erb-b2 receptor tyrosine kinase 3
209609_s_at	2.00e-06	2.40e-08	5.673078	8.77148	0.4187986	MRPL9	mitochondrial ribosomal protein L9
201177_s_at	2.00e-06	2.40e-08	5.6729098	8.770605	0.42719438	UBA2	ubiquitin like modifier activating enzyme 2
203929_s_at	2.07e-06	2.50e-08	-5.6657843	8.733594	-0.94456021	MAPT	microtubule associated protein tau
212444_at	2.09e-06	2.53e-08	-5.663301	8.720705	-1.26709607	GPRC5A	G protein-coupled receptor class C group 5 member A
209773_s_at	2.10e-06	2.55e-08	5.6619414	8.71365	0.57931281	RRM2	ribonucleotide reductase regulatory subunit M2
203062_s_at	2.14e-06	2.61e-08	5.6578569	8.692465	0.38399313	MDC1	mediator of DNA damage checkpoint 1
217988_at	2.14e-06	2.62e-08	5.6568696	8.687346	0.44493906	CCNB1IP1	cyclin B1 interacting protein 1
211954_s_at	2.30e-06	2.82e-08	5.6433819	8.617496	0.4182218	IPO5	importin 5
202483_s_at	2.32e-06	2.87e-08	5.6403064	8.601589	0.500685	RANBP1	RAN binding protein 1
213249_at	2.32e-06	2.88e-08	-5.6398892	8.599432	-0.53491159	FBXL7	F-box and leucine rich repeat protein 7
214858_at	2.34e-06	2.91e-08	-5.6381618	8.590501	-1.2997801	PP14571	uncharacterized LOC100130449
212692_s_at	2.35e-06	2.94e-08	-5.636347	8.581122	-0.43460508	LRBA	LPS responsive beige-like anchor protein
209004_s_at	2.36e-06	2.95e-08	-5.6351677	8.575028	-0.43693681	FBXL5	F-box and leucine rich repeat protein 5
210886_x_at	2.39e-06	3.00e-08	-5.6321963	8.559679	-0.37860661	TP53TG1	TP53 target 1 (non-protein coding)
213234_at	2.40e-06	3.03e-08	-5.6307284	8.552098	-0.54505211	FAM234B	family with sequence similarity 234 member B
212416_at	2.41e-06	3.05e-08	-5.6291407	8.543902	-0.31383668	SCAMP1	secretory carrier membrane protein 1
200783_s_at	2.51e-06	3.19e-08	5.6209024	8.501403	0.4910991	STMN1	stathmin 1
202180_s_at	2.54e-06	3.23e-08	-5.6186915	8.490007	-0.41576785	MVP	major vault protein
205046_at	2.60e-06	3.33e-08	5.6133169	8.46232	0.91465968	CENPE	centromere protein E
212021_s_at	2.61e-06	3.37e-08	5.6108456	8.449598	0.31327157	MKI67	marker of proliferation Ki-67
208939_at	2.61e-06	3.37e-08	5.6107293	8.448999	0.35492455	SEPHS1	selenophosphate synthetase 1
209834_at	2.61e-06	3.38e-08	5.6106641	8.448663	0.93099909	CHST3	carbohydrate sulfotransferase 3
218092_s_at	2.65e-06	3.43e-08	5.6076559	8.433183	0.36116044	AGFG1	ArfGAP with FG repeats 1
201306_s_at	2.68e-06	3.49e-08	5.6046281	8.41761	0.34313799	ANP32B	acidic nuclear phosphoprotein 32 family member B
204093_at	2.69e-06	3.52e-08	-5.6030653	8.409574	-0.30441283	CCNH	cyclin H
205569_at	2.76e-06	3.62e-08	5.5976904	8.381953	1.09625381	LAMP3	lysosomal associated membrane protein 3
201305_x_at	2.82e-06	3.71e-08	5.5932666	8.359238	0.39156115	ANP32B	acidic nuclear phosphoprotein 32 family member B
215509_s_at	2.86e-06	3.77e-08	5.5902202	8.343603	0.91401031	BUB1	BUB1 mitotic checkpoint serine/threonine kinase
216603_at	2.92e-06	3.86e-08	-5.5859303	8.321601	-1.12149479	SLC7A8	solute carrier family 7 member 8
219306_at	2.92e-06	3.88e-08	5.5849479	8.316564	0.58012103	KIF15	kinesin family member 15
221012_s_at	2.94e-06	3.91e-08	-5.5833109	8.308173	-0.39656427	TRIM8	tripartite motif containing 8
217640_x_at	2.96e-06	3.96e-08	5.5811206	8.29695	0.81903494	SKA1	spindle and kinetochore associated complex subunit 1
206469_x_at	2.98e-06	4.01e-08	-5.5790744	8.286468	-0.75119376	AKR7A3	aldo-keto reductase family 7 member A3
221710_x_at	3.06e-06	4.11e-08	-5.574076	8.260877	-0.8717656	EVA1B	eva-1 homolog B
203999_at	3.09e-06	4.17e-08	-5.5716797	8.248616	-0.63662366	SYT1	synaptotagmin 1
203458_at	3.11e-06	4.24e-08	-5.568559	8.232655	-0.38616449	SPR	sepiapterin reductase (7,8-dihydrobiopterin:NADP+ oxidoreductase)
210559_s_at	3.11e-06	4.24e-08	5.5685541	8.23263	0.59864935	CDK1	cyclin dependent kinase 1
203214_x_at	3.11e-06	4.25e-08	5.56787	8.229132	0.51955116	CDK1	cyclin dependent kinase 1
204061_at	3.11e-06	4.26e-08	5.5677009	8.228268	0.72032725	PRKX	protein kinase, X-linked
209170_s_at	3.16e-06	4.34e-08	5.5641181	8.209956	1.314071	GPM6B	glycoprotein M6B
219197_s_at	3.17e-06	4.37e-08	-5.5629463	8.203969	-1.49993462	SCUBE2	signal peptide, CUB domain and EGF like domain containing 2
212058_at	3.17e-06	4.39e-08	5.5621539	8.199921	0.34903262	U2SURP	U2 snRNP associated SURP domain containing
218039_at	3.17e-06	4.40e-08	5.5615757	8.196968	0.5382472	NUSAP1	nucleolar and spindle associated protein 1
212055_at	3.28e-06	4.56e-08	5.5551028	8.163924	0.3694187	TPGS2	tubulin polyglutamylase complex subunit 2
218997_at	3.45e-06	4.82e-08	5.5448975	8.111894	0.39610873	POLR1E	RNA polymerase I subunit E
208787_at	3.51e-06	4.91e-08	5.541187	8.092998	0.33770488	MRPL3	mitochondrial ribosomal protein L3
209365_s_at	3.52e-06	4.95e-08	-5.5397438	8.085651	-0.72303973	ECM1	extracellular matrix protein 1
214051_at	3.64e-06	5.13e-08	5.5330124	8.051406	0.71251038	TMSB15B///TMSB15A	thymosin beta 15B///thymosin beta 15a
201088_at	3.66e-06	5.17e-08	5.5317528	8.045003	0.66626923	KPNA2	karyopherin subunit alpha 2
203788_s_at	3.67e-06	5.21e-08	-5.530213	8.037176	-0.44009281	SEMA3C	semaphorin 3C
221207_s_at	3.67e-06	5.22e-08	-5.5299855	8.03602	-0.49871917	NBEA	neurobeachin
210788_s_at	3.68e-06	5.25e-08	-5.5289189	8.030599	-0.3617193	DHRS7	dehydrogenase/reductase 7
200693_at	3.68e-06	5.27e-08	5.5280762	8.026318	0.35150211	YWHAQ	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein theta
206245_s_at	3.70e-06	5.32e-08	5.5265093	8.018358	0.46577147	IVNS1ABP	influenza virus NS1A binding protein
203789_s_at	3.70e-06	5.33e-08	-5.5259343	8.015437	-1.00263073	SEMA3C	semaphorin 3C
211020_at	3.73e-06	5.40e-08	5.5234622	8.002885	0.92633942	GCNT2	glucosaminyl (N-acetyl) transferase 2, I-branching enzyme (I blood group)
207508_at	3.73e-06	5.43e-08	5.5223829	7.997406	0.32254809	ATP5G3	ATP synthase, H+ transporting, mitochondrial Fo complex subunit C3 (subunit 9)
220651_s_at	3.73e-06	5.43e-08	5.5223579	7.997279	0.95825192	MCM10	minichromosome maintenance 10 replication initiation factor
212320_at	3.73e-06	5.47e-08	5.5212043	7.991424	0.33152295	TUBB	tubulin beta class I
218309_at	3.73e-06	5.49e-08	-5.5203898	7.98729	-0.84520917	CAMK2N1	calcium/calmodulin dependent protein kinase II inhibitor 1
216295_s_at	3.73e-06	5.51e-08	5.5199256	7.984935	0.39729849	CLTA	clathrin light chain A
207668_x_at	3.73e-06	5.51e-08	5.5198856	7.984732	0.44281153	PDIA6	protein disulfide isomerase family A member 6
203930_s_at	3.73e-06	5.51e-08	-5.519798	7.984288	-0.65821105	MAPT	microtubule associated protein tau
201833_at	3.74e-06	5.55e-08	5.5185912	7.978165	0.54179154	HDAC2	histone deacetylase 2
202341_s_at	3.75e-06	5.57e-08	5.5176552	7.973417	1.01893878	TRIM2	tripartite motif containing 2
204315_s_at	3.75e-06	5.59e-08	5.5169962	7.970075	0.71615483	GTSE1	G2 and S-phase expressed 1
203406_at	3.76e-06	5.62e-08	-5.5161918	7.965996	-0.214966	MFAP1	microfibrillar associated protein 1
220230_s_at	3.78e-06	5.67e-08	5.5144635	7.957232	0.61136422	CYB5R2	cytochrome b5 reductase 2
209665_at	3.78e-06	5.68e-08	-5.5140323	7.955047	-0.34066163	CYB561D2	cytochrome b561 family member D2
211763_s_at	3.84e-06	5.79e-08	-5.5106357	7.937833	-0.31619015	UBE2B	ubiquitin conjugating enzyme E2 B
202458_at	3.90e-06	5.89e-08	-5.5072412	7.92064	-1.12882312	PRSS23	protease, serine 23
203255_at	4.05e-06	6.14e-08	5.499581	7.881875	0.59447055	FBXO11	F-box protein 11
208854_s_at	4.11e-06	6.25e-08	5.4961109	7.864329	0.30851157	STK24	serine/threonine kinase 24
221472_at	4.15e-06	6.34e-08	-5.4934561	7.850913	-0.3865388	SERINC3	serine incorporator 3
209464_at	4.15e-06	6.36e-08	5.4930208	7.848714	0.65709891	AURKB	aurora kinase B
213005_s_at	4.22e-06	6.48e-08	5.4894822	7.830841	0.48431299	KANK1	KN motif and ankyrin repeat domains 1
206023_at	4.28e-06	6.59e-08	5.486184	7.814192	1.41445708	NMU	neuromedin U
200824_at	4.29e-06	6.62e-08	5.4855408	7.810946	0.71537704	GSTP1	glutathione S-transferase pi 1
221922_at	4.38e-06	6.80e-08	5.4803549	7.784788	0.64825358	GPSM2	G-protein signaling modulator 2
208682_s_at	4.38e-06	6.81e-08	-5.4802543	7.784281	-0.73050148	MAGED2	MAGE family member D2
211070_x_at	4.39e-06	6.83e-08	5.4795976	7.78097	0.4635207	DBI	diazepam binding inhibitor, acyl-CoA binding protein
212022_s_at	4.40e-06	6.87e-08	5.4784057	7.774962	0.76437854	MKI67	marker of proliferation Ki-67
1438_at	4.40e-06	6.89e-08	5.4779012	7.772419	0.75480702	EPHB3	EPH receptor B3
201560_at	4.40e-06	6.91e-08	5.4775103	7.770449	0.53699246	CLIC4	chloride intracellular channel 4
217294_s_at	4.41e-06	6.94e-08	5.4765962	7.765843	0.59896528	ENO1	enolase 1
209740_s_at	4.54e-06	7.17e-08	-5.4705306	7.735294	-0.92598787	PNPLA4	patatin like phospholipase domain containing 4
200960_x_at	4.54e-06	7.22e-08	5.4691663	7.728427	0.34571789	CLTA	clathrin light chain A
212023_s_at	4.54e-06	7.23e-08	5.4688527	7.726848	0.48047635	MKI67	marker of proliferation Ki-67
211707_s_at	4.54e-06	7.24e-08	5.4686289	7.725722	0.33862165	IQCB1	IQ motif containing B1
204170_s_at	4.60e-06	7.38e-08	5.4651034	7.707985	0.66920796	CKS2	CDC28 protein kinase regulatory subunit 2
220094_s_at	4.60e-06	7.38e-08	5.4649385	7.707156	0.44581715	MCUR1	mitochondrial calcium uniporter regulator 1
203038_at	4.60e-06	7.40e-08	5.4645818	7.705362	0.63439844	PTPRK	protein tyrosine phosphatase, receptor type K
201412_at	4.63e-06	7.47e-08	-5.4628071	7.696438	-0.35101759	LRP10	LDL receptor related protein 10
212219_at	4.64e-06	7.50e-08	5.4620565	7.692665	0.55999596	PSME4	proteasome activator subunit 4
205206_at	4.68e-06	7.58e-08	-5.4598656	7.681653	-0.56378419	ANOS1	anosmin 1
218755_at	4.74e-06	7.71e-08	5.4567869	7.666185	0.83127309	KIF20A	kinesin family member 20A
204045_at	4.74e-06	7.72e-08	-5.4565182	7.664836	-0.46689254	TCEAL1	transcription elongation factor A like 1
219415_at	4.79e-06	7.83e-08	5.4538931	7.651654	1.09290431	TTYH1	tweety family member 1
204126_s_at	4.82e-06	7.89e-08	5.4524019	7.644168	0.97322231	CDC45	cell division cycle 45
201108_s_at	4.87e-06	8.00e-08	-5.4497659	7.63094	-0.62915702	THBS1	thrombospondin 1
51158_at	4.90e-06	8.06e-08	-5.4483524	7.623849	-0.65889166	FAM174B	family with sequence similarity 174 member B
213702_x_at	4.95e-06	8.17e-08	-5.4458871	7.611486	-0.46205086	ASAH1	N-acylsphingosine amidohydrolase 1
219984_s_at	5.15e-06	8.53e-08	5.4376059	7.569993	0.85623738	HRASLS	HRAS like suppressor
201413_at	5.29e-06	8.78e-08	-5.4322951	7.543412	-0.46263403	HSD17B4	hydroxysteroid 17-beta dehydrogenase 4
204400_at	5.31e-06	8.86e-08	5.4305464	7.534664	0.78374412	EFS	embryonal Fyn-associated substrate
204243_at	5.31e-06	8.87e-08	5.4303951	7.533908	0.29778786	RLF	rearranged L-myc fusion
204568_at	5.36e-06	8.97e-08	-5.4282685	7.523273	-0.30301081	ATG14	autophagy related 14
211762_s_at	5.41e-06	9.08e-08	5.4259242	7.511555	0.49133472	KPNA2	karyopherin subunit alpha 2
204992_s_at	5.42e-06	9.13e-08	5.424864	7.506257	0.5743967	PFN2	profilin 2
203554_x_at	5.62e-06	9.49e-08	5.4175998	7.469981	0.42525968	PTTG1	pituitary tumor-transforming 1
200892_s_at	5.67e-06	9.60e-08	5.4154163	7.459085	0.26901002	TRA2B	transformer 2 beta homolog (Drosophila)
212195_at	5.72e-06	9.70e-08	-5.4132984	7.44852	-0.87213213	IL6ST	interleukin 6 signal transducer
218205_s_at	5.80e-06	9.87e-08	-5.4101187	7.432666	-0.42411918	MKNK2	MAP kinase interacting serine/threonine kinase 2
209460_at	5.83e-06	9.94e-08	-5.408674	7.425465	-1.16284391	ABAT	4-aminobutyrate aminotransferase
202908_at	5.86e-06	1.00e-07	-5.4071441	7.417842	-0.38439312	WFS1	wolframin ER transmembrane glycoprotein
219206_x_at	5.90e-06	1.01e-07	-5.4055733	7.410016	-0.41069514	TMBIM4	transmembrane BAX inhibitor motif containing 4
216685_s_at	5.92e-06	1.02e-07	5.4042451	7.403401	0.88920478	MTAP	methylthioadenosine phosphorylase
213060_s_at	5.96e-06	1.03e-07	5.4024122	7.394275	0.65930325	CHI3L2	chitinase 3 like 2
204050_s_at	6.19e-06	1.07e-07	5.3947475	7.356139	0.36005396	CLTA	clathrin light chain A
202200_s_at	6.22e-06	1.08e-07	5.3929707	7.347306	0.38302265	SRPK1	SRSF protein kinase 1
204012_s_at	6.22e-06	1.08e-07	-5.3929201	7.347054	-0.28955292	LCMT2	leucine carboxyl methyltransferase 2
200810_s_at	6.40e-06	1.11e-07	-5.3869911	7.317597	-0.62346085	CIRBP	cold inducible RNA binding protein
206074_s_at	6.41e-06	1.12e-07	5.3857881	7.311623	0.67671829	HMGA1	high mobility group AT-hook 1
212985_at	6.41e-06	1.12e-07	-5.385618	7.310779	-0.51733032	APBB2	amyloid beta precursor protein binding family B member 2
218137_s_at	6.52e-06	1.14e-07	5.3818759	7.292205	0.41900984	SMAP1	small ArfGAP 1
201826_s_at	6.79e-06	1.20e-07	-5.3733495	7.249929	-0.57782385	SCCPDH	saccharopine dehydrogenase (putative)
219741_x_at	6.79e-06	1.20e-07	-5.3731996	7.249186	-0.5465875	ZNF552	zinc finger protein 552
202954_at	6.83e-06	1.21e-07	5.3717671	7.242089	0.49465071	UBE2C	ubiquitin conjugating enzyme E2 C
211519_s_at	6.95e-06	1.23e-07	5.3677926	7.222408	0.33328437	KIF2C	kinesin family member 2C
205585_at	6.96e-06	1.24e-07	5.3671238	7.219098	0.42914613	ETV6	ETS variant 6
212660_at	6.96e-06	1.24e-07	-5.3665254	7.216136	-0.31725862	JADE2	jade family PHD finger 2
218259_at	7.00e-06	1.25e-07	-5.3649557	7.208368	-0.3779315	MKL2	MKL1/myocardin like 2
218875_s_at	7.02e-06	1.26e-07	5.3640318	7.203797	0.58277302	FBXO5	F-box protein 5
211986_at	7.09e-06	1.27e-07	-5.3615702	7.191621	-0.52896755	AHNAK	AHNAK nucleoprotein
208795_s_at	7.11e-06	1.28e-07	5.3606647	7.187144	0.47419151	MCM7	minichromosome maintenance complex component 7
221452_s_at	7.14e-06	1.29e-07	5.3594395	7.181087	0.35926797	TMEM14B	transmembrane protein 14B
215945_s_at	7.15e-06	1.29e-07	5.358618	7.177026	0.62231822	TRIM2	tripartite motif containing 2
217839_at	7.60e-06	1.38e-07	5.3462144	7.11578	0.28820452	TFG	TRK-fused gene
204881_s_at	7.60e-06	1.38e-07	-5.3460546	7.114992	-0.7000492	UGCG	UDP-glucose ceramide glucosyltransferase
204348_s_at	7.64e-06	1.39e-07	5.3443558	7.106614	0.52009189	LOC100507855///AK4	adenylate kinase 4, mitochondrial-like///adenylate kinase 4
221614_s_at	7.76e-06	1.42e-07	-5.3407602	7.088889	-0.41335726	RPH3AL	rabphilin 3A-like (without C2 domains)
212265_at	7.76e-06	1.42e-07	5.3402194	7.086224	0.58817826	QKI	QKI, KH domain containing RNA binding
214109_at	7.76e-06	1.42e-07	-5.3401382	7.085823	-0.35913216	LRBA	LPS responsive beige-like anchor protein
217979_at	7.77e-06	1.43e-07	-5.3394309	7.082338	-0.62109801	TSPAN13	tetraspanin 13
219497_s_at	7.97e-06	1.47e-07	5.3339909	7.055547	0.95539056	BCL11A	B-cell CLL/lymphoma 11A
208628_s_at	8.28e-06	1.53e-07	5.3257733	7.015122	0.51549469	YBX1	Y-box binding protein 1
204146_at	8.28e-06	1.53e-07	5.3257401	7.014959	0.7342787	RAD51AP1	RAD51 associated protein 1
214700_x_at	8.54e-06	1.59e-07	5.3192731	6.983185	0.43289095	RIF1	replication timing regulatory factor 1
218213_s_at	8.60e-06	1.60e-07	5.3171775	6.972897	0.27459873	TMEM258	transmembrane protein 258
219918_s_at	8.60e-06	1.61e-07	5.3171077	6.972554	0.91793069	ASPM	abnormal spindle microtubule assembly
203764_at	8.67e-06	1.62e-07	5.3148853	6.961647	0.63537075	DLGAP5	DLG associated protein 5
220559_at	8.67e-06	1.63e-07	5.314541	6.959957	1.20384967	EN1	engrailed homeobox 1
209696_at	8.68e-06	1.63e-07	-5.314002	6.957313	-0.67653189	FBP1	fructose-bisphosphatase 1
205034_at	8.72e-06	1.65e-07	5.3121486	6.948221	0.65062561	CCNE2	cyclin E2
204040_at	8.72e-06	1.65e-07	5.3119842	6.947414	0.97867122	RNF144A	ring finger protein 144A
204318_s_at	9.05e-06	1.72e-07	5.304095	6.908747	0.63229705	GTSE1	G2 and S-phase expressed 1
218363_at	9.05e-06	1.72e-07	-5.3040611	6.908581	-0.26310049	EXD2	exonuclease 3'-5' domain containing 2
209337_at	9.09e-06	1.73e-07	5.3027293	6.902058	0.51184123	PSIP1	PC4 and SFRS1 interacting protein 1
222379_at	9.12e-06	1.74e-07	-5.3016506	6.896776	-1.27953427	KCNE4	potassium voltage-gated channel subfamily E regulatory subunit 4
51192_at	9.18e-06	1.76e-07	-5.2997837	6.887637	-0.41973693	SSH3	slingshot protein phosphatase 3
204203_at	9.18e-06	1.76e-07	5.2993914	6.885717	0.44351284	CEBPG	CCAAT/enhancer binding protein gamma
200750_s_at	9.23e-06	1.77e-07	5.2980245	6.879028	0.33768081	RAN	RAN, member RAS oncogene family
209822_s_at	9.26e-06	1.78e-07	5.2968762	6.87341	0.49424279	VLDLR	very low density lipoprotein receptor
201202_at	9.29e-06	1.79e-07	5.2957663	6.86798	0.43438639	PCNA	proliferating cell nuclear antigen
202951_at	9.59e-06	1.85e-07	5.2892351	6.836052	0.41231615	STK38	serine/threonine kinase 38
220134_x_at	9.60e-06	1.87e-07	-5.288017	6.830101	-0.62899636	EVA1B	eva-1 homolog B
204060_s_at	9.60e-06	1.87e-07	5.2877729	6.828908	0.46363439	PRKY///PRKX	protein kinase, Y-linked, pseudogene///protein kinase, X-linked
50965_at	9.60e-06	1.87e-07	-5.2875757	6.827945	-0.34799874	RAB26	RAB26, member RAS oncogene family
204915_s_at	9.97e-06	1.95e-07	5.2799715	6.790825	1.15145685	SOX11	SRY-box 11
211084_x_at	1.01e-05	1.98e-07	5.2762207	6.772534	0.95132127	PRKD3	protein kinase D3
212208_at	1.01e-05	1.98e-07	-5.2761444	6.772162	-0.39193658	MED13L	mediator complex subunit 13 like
201231_s_at	1.01e-05	1.99e-07	5.2753504	6.768291	0.39738374	ENO1	enolase 1
221765_at	1.03e-05	2.03e-07	-5.2713439	6.748768	-0.84690489	UGCG	UDP-glucose ceramide glucosyltransferase
218007_s_at	1.05e-05	2.08e-07	-5.26702	6.727713	-0.39654195	RPS27L	ribosomal protein S27 like
203615_x_at	1.05e-05	2.09e-07	-5.2664686	6.725029	-0.40483639	SULT1A1	sulfotransferase family 1A member 1
216640_s_at	1.05e-05	2.09e-07	5.2660834	6.723154	0.43696335	PDIA6	protein disulfide isomerase family A member 6
221736_at	1.06e-05	2.10e-07	-5.2652873	6.71928	-0.24029628	RALGAPB	Ral GTPase activating protein non-catalytic beta subunit
217924_at	1.08e-05	2.16e-07	5.2600378	6.693746	0.6063011	C6orf106	chromosome 6 open reading frame 106
209123_at	1.12e-05	2.24e-07	-5.2529457	6.659286	-0.64171673	QDPR	quinoid dihydropteridine reductase
221139_s_at	1.13e-05	2.26e-07	-5.2509239	6.649469	-0.52006785	CSAD	cysteine sulfinic acid decarboxylase
206364_at	1.13e-05	2.26e-07	5.2506714	6.648243	0.5148331	KIF14	kinesin family member 14
212256_at	1.14e-05	2.28e-07	-5.2489985	6.640124	-0.67538808	GALNT10	polypeptide N-acetylgalactosaminyltransferase 10
222077_s_at	1.14e-05	2.30e-07	5.2470662	6.630748	0.55049145	RACGAP1	Rac GTPase activating protein 1
206453_s_at	1.15e-05	2.32e-07	5.2457424	6.624327	0.74075932	NDRG2	NDRG family member 2
202636_at	1.16e-05	2.35e-07	-5.2435431	6.613662	-0.4454455	RNF103	ring finger protein 103
212496_s_at	1.16e-05	2.35e-07	-5.2432611	6.612295	-0.69365173	KDM4B	lysine demethylase 4B
213627_at	1.16e-05	2.36e-07	-5.2426429	6.609298	-0.52007994	MAGED2	MAGE family member D2
205696_s_at	1.16e-05	2.37e-07	-5.241589	6.60419	-1.04053561	GFRA1	GDNF family receptor alpha 1
204127_at	1.18e-05	2.40e-07	5.2389467	6.591386	0.36739232	RFC3	replication factor C subunit 3
